award_id,award_date,vendor_name,award_amount,category,department,country,contract_type,fiscal_year
LC-2022-02186,2022-01-30,Papelería y Más,49028.18,Uniforms & PPE,Administration,Colombia,Time & Materials,2022.0
LC-2022-02187,2022-06-25,MedEquip Latinoamerica,580.6,Security,Administration,Panama,Spot Purchase,2022.0
LC-2022-02188,2022-08-30,DataCenter Solutions,3294.54,Medical Supplies,Administration,Panama,Framework Agreement,2022.0
LC-2023-02189,2023-08-15,Oficentro Internacional,21696.51,Logistics & Transport,Sales,Colombia,Time & Materials,2023.0
LC-2023-02190,2023-05-16,Energía Renovable S.A.,11882.59,Catering & Food,Logistics,Panama,Fixed Price,2023.0
LC-2022-02191,2022-09-11,Ferremax Industrial,5336.1,Professional Services,HR,Panama,Framework Agreement,2022.0
LC-2022-02192,2022-07-04,Oficentro Internacional,63234.62,Logistics & Transport,Procurement,USA,Fixed Price,2022.0
LC-2023-02193,2023-03-27,Cleaning Pro Services,102381.82,Catering & Food,Operations,Panama,Time & Materials,2023.0
LC-2022-02194,2022-04-26,Uniforms & Workwear Co.,636.03,Professional Services,Procurement,Mexico,Spot Purchase,2022.0
LC-2022-02195,2022-05-14,Distribuidora Global S.A.,45599.29,IT & Technology,Marketing,USA,Time & Materials,2022.0
LC-2023-02196,2023-07-16,Distribuidora Global S.A.,16409.59,IT & Technology,Sales,Panama,Fixed Price,2023.0
LC-2023-02197,2023-06-16,Seguridad Total Corp,9309.87,IT & Technology,Procurement,USA,Spot Purchase,2023.0
LC-2022-02198,2022-07-09,Transportes Rápidos S.A.,5057.98,Marketing,Sales,Colombia,Framework Agreement,2022.0
LC-2022-02199,2022-10-12,Mantenimiento Integral,1877.64,Office Supplies,Operations,Panama,Fixed Price,2022.0
LC-2022-02200,2022-04-23,Distribuidora Global S.A.,65215.13,IT & Technology,Administration,USA,Framework Agreement,2022.0
LC-2022-02201,2022-06-02,Consultoría Estratégica,73608.97,Medical Supplies,Administration,Panama,Fixed Price,2022.0
LC-2022-02202,2022-04-05,Energía Renovable S.A.,3690.97,Catering & Food,Sales,Colombia,Fixed Price,2022.0
LC-2022-02203,2022-01-06,Papelería y Más,14467.17,Uniforms & PPE,IT,Panama,Time & Materials,2022.0
LC-2022-02204,2022-05-29,Transportes Rápidos S.A.,706.34,Marketing,Procurement,Panama,Fixed Price,2022.0
LC-2023-02205,2023-02-24,Distribuidora Global S.A.,11525.03,IT & Technology,HR,Panama,Spot Purchase,2023.0
LC-2023-02206,2023-01-27,Cleaning Pro Services,9982.71,Catering & Food,Finance,Panama,Fixed Price,2023.0
LC-2022-02207,2022-12-18,Distribuidora Global S.A.,215548.07,IT & Technology,Operations,Panama,Time & Materials,2022.0
LC-2022-02208,2022-02-07,Energía Renovable S.A.,8378.47,Catering & Food,IT,USA,Time & Materials,2022.0
LC-2023-02209,2023-04-12,TechSupplies Panama,24942.55,Office Supplies,Operations,Colombia,Time & Materials,2023.0
LC-2022-02210,2022-06-30,MedEquip Latinoamerica,4909.55,Security,HR,Mexico,Framework Agreement,2022.0
LC-2022-02211,2022-01-09,Transportes Rápidos S.A.,753.24,Marketing,Marketing,Panama,Framework Agreement,2022.0
LC-2023-02212,2023-08-29,Cleaning Pro Services,12170.53,Catering & Food,Legal,Panama,Fixed Price,2023.0
LC-2022-02213,2022-08-08,Grupo Logístico del Istmo,104694.27,Maintenance & Repair,Legal,Panama,Fixed Price,2022.0
LC-2022-02214,2022-04-10,Seguridad Total Corp,2494.55,IT & Technology,Administration,USA,Fixed Price,2022.0
LC-2023-02215,2023-07-07,TechSupplies Panama,20659.89,Office Supplies,Sales,USA,Framework Agreement,2023.0
LC-2022-02216,2022-06-09,TechSupplies Panama,,Office Supplies,Operations,Panama,Fixed Price,2022.0
LC-2023-02217,2023-05-06,Grupo Logístico del Istmo,21502.75,Maintenance & Repair,Sales,USA,Time & Materials,2023.0
LC-2023-02218,2023-03-18,Cleaning Pro Services,4450.63,Catering & Food,Operations,Panama,Fixed Price,2023.0
LC-2022-02219,2022-12-17,Distribuidora Global S.A.,451200.08,IT & Technology,Logistics,USA,Fixed Price,2022.0
LC-2022-02220,2022-02-03,Uniforms & Workwear Co.,3392.97,Professional Services,Operations,Panama,Framework Agreement,2022.0
LC-2023-02221,2023-01-13,FleetCars Panama,2871.21,Security,Legal,USA,Spot Purchase,2023.0
LC-2023-02222,2023-01-16,Grupo Logístico del Istmo,16696.42,Maintenance & Repair,Administration,Colombia,Framework Agreement,2023.0
LC-2023-02223,2023-04-18,TechSupplies Panama,88701.35,Office Supplies,Finance,Panama,Framework Agreement,2023.0
LC-2022-02224,2022-08-01,Seguridad Total Corp,,IT & Technology,Marketing,Panama,Fixed Price,2022.0
LC-2022-02225,2022-10-10,MedEquip Latinoamerica,1855.56,Security,Finance,Panama,Spot Purchase,2022.0
LC-2023-02226,2023-11-18,MedEquip Latinoamerica,35666.1,Security,Marketing,Panama,Fixed Price,2023.0
LC-2023-02227,2023-04-20,IT Solutions Group,41332.5,Maintenance & Repair,Finance,Panama,Fixed Price,2023.0
LC-2022-02228,2022-12-07,Distribuidora Global S.A.,17667.67,IT & Technology,Operations,Panama,Time & Materials,2022.0
LC-2022-02229,2022-11-04,Grupo Logístico del Istmo,3866.68,Maintenance & Repair,Marketing,Panama,Spot Purchase,2022.0
LC-2022-02230,2022-07-06,TechSupplies Panama,121663.76,Office Supplies,Operations,USA,Spot Purchase,2022.0
LC-2023-02231,,Ferremax Industrial,,Professional Services,Legal,USA,Framework Agreement,
LC-2022-02232,2022-06-10,TechSupplies Panama,93784.11,Office Supplies,IT,USA,Spot Purchase,2022.0
LC-2022-02233,2022-06-02,Oficentro Internacional,3414.8,Logistics & Transport,Legal,Panama,Spot Purchase,2022.0
LC-2022-02234,2022-02-28,Catering Express Panama,18749.01,Logistics & Transport,Procurement,Panama,Fixed Price,2022.0
LC-2022-02235,2022-03-11,Oficentro Internacional,8489.57,Logistics & Transport,Sales,Colombia,Fixed Price,2022.0
LC-2022-02236,2022-01-21,DataCenter Solutions,14707.99,Medical Supplies,Finance,Panama,Fixed Price,2022.0
LC-2023-02237,2023-08-11,Seguridad Total Corp,,IT & Technology,Marketing,Panama,Framework Agreement,2023.0
LC-2023-02238,2023-09-18,Distribuidora Global S.A.,11559.61,IT & Technology,HR,Panama,Framework Agreement,2023.0
LC-2023-02239,2023-09-13,DataCenter Solutions,2668.96,Medical Supplies,Administration,USA,Spot Purchase,2023.0
LC-2023-02240,2023-12-03,Distribuidora Global S.A.,82750.24,IT & Technology,Procurement,USA,Spot Purchase,2023.0
LC-2022-02241,2022-04-12,Papelería y Más,5760.86,Uniforms & PPE,Finance,Panama,Spot Purchase,2022.0
LC-2022-02242,2022-08-27,Ferremax Industrial,73225.25,Professional Services,Administration,Panama,Time & Materials,2022.0
LC-2023-02243,2023-08-20,TechSupplies Panama,389153.33,Office Supplies,Marketing,Colombia,Framework Agreement,2023.0
LC-2022-02244,2022-06-19,Mantenimiento Integral,470.43,Office Supplies,Finance,Costa Rica,Framework Agreement,2022.0
LC-2023-02245,2023-06-12,Distribuidora Global S.A.,252876.14,IT & Technology,IT,Panama,Fixed Price,2023.0
LC-2023-02246,2023-11-08,Distribuidora Global S.A.,41160.2,IT & Technology,Legal,Panama,Time & Materials,2023.0
LC-2022-02247,2022-08-29,DataCenter Solutions,1276.43,Medical Supplies,Finance,USA,Fixed Price,2022.0
LC-2022-02248,2022-05-31,Ferremax Industrial,7358.59,Professional Services,Marketing,Mexico,Spot Purchase,2022.0
LC-2023-02249,2023-11-09,Distribuidora Global S.A.,28942.19,IT & Technology,Marketing,USA,Framework Agreement,2023.0
LC-2023-02250,2023-07-02,Publicidad Digital LATAM,19584.14,Marketing,Legal,Panama,Framework Agreement,2023.0
LC-2023-02251,2023-08-08,Uniforms & Workwear Co.,4058.94,Professional Services,Sales,USA,Time & Materials,2023.0
LC-2022-02252,2022-01-27,Energía Renovable S.A.,47416.82,Catering & Food,Marketing,Panama,Fixed Price,2022.0
LC-2023-02253,2023-01-25,Ferremax Industrial,6365.13,Professional Services,Finance,Panama,Time & Materials,2023.0
LC-2023-02254,2023-11-22,Seguridad Total Corp,4826.45,IT & Technology,Finance,Panama,Spot Purchase,2023.0
LC-2023-02255,2023-04-20,DataCenter Solutions,751.0,Medical Supplies,Marketing,USA,Time & Materials,2023.0
LC-2022-02256,2022-10-01,DataCenter Solutions,8479.85,Medical Supplies,Procurement,Colombia,Fixed Price,2022.0
LC-2022-02257,2022-04-26,Oficentro Internacional,105268.01,Logistics & Transport,Finance,USA,Spot Purchase,2022.0
LC-2023-02258,2023-11-22,DataCenter Solutions,2614.58,Medical Supplies,HR,USA,Framework Agreement,2023.0
LC-2023-02259,2023-04-17,Oficentro Internacional,1595.5,Logistics & Transport,Legal,Panama,Fixed Price,2023.0
LC-2023-02260,2023-09-12,DataCenter Solutions,6623.78,Medical Supplies,HR,Panama,Fixed Price,2023.0
LC-2022-02261,2022-09-29,Cleaning Pro Services,9462.65,Catering & Food,Legal,USA,Time & Materials,2022.0
LC-2022-02262,2022-01-12,Ferremax Industrial,58991.8,Professional Services,HR,Panama,Spot Purchase,2022.0
LC-2023-02263,2023-10-08,TechSupplies Panama,160001.53,Office Supplies,Sales,USA,Time & Materials,2023.0
LC-2022-02264,2022-09-30,Ferremax Industrial,10044.05,Professional Services,Administration,Mexico,Time & Materials,2022.0
LC-2023-02265,2023-02-09,Cleaning Pro Services,13634.03,Catering & Food,Legal,Panama,Framework Agreement,2023.0
LC-2022-02266,2022-01-23,Ferremax Industrial,151904.76,Professional Services,Administration,Panama,Spot Purchase,2022.0
LC-2023-02267,2023-01-02,TechSupplies Panama,4297.1,Office Supplies,Finance,USA,Time & Materials,2023.0
LC-2022-02268,2022-04-21,TechSupplies Panama,53294.17,Office Supplies,IT,Costa Rica,Spot Purchase,2022.0
LC-2022-02269,2022-09-18,Distribuidora Global S.A.,19830.65,IT & Technology,HR,Panama,Fixed Price,2022.0
LC-2022-02270,2022-10-13,Seguridad Total Corp,4349.06,IT & Technology,Operations,Panama,Framework Agreement,2022.0
LC-2022-02271,2022-07-17,Cleaning Pro Services,8279.31,Catering & Food,Legal,Panama,Fixed Price,2022.0
LC-2022-02272,2022-03-08,Grupo Logístico del Istmo,20238.17,Maintenance & Repair,Finance,USA,Spot Purchase,2022.0
LC-2023-02273,,MedEquip Latinoamerica,1783.69,Security,Marketing,Colombia,Fixed Price,
LC-2022-02274,2022-10-06,Grupo Logístico del Istmo,37834.74,Maintenance & Repair,Marketing,Panama,Fixed Price,2022.0
LC-2023-02275,2023-02-08,Suministros Médicos del Sur,962.11,Uniforms & PPE,IT,Panama,Time & Materials,2023.0
LC-2023-02276,2023-12-17,Cleaning Pro Services,964.16,Catering & Food,Marketing,USA,Time & Materials,2023.0
LC-2023-02277,2023-12-07,Ferremax Industrial,82063.44,Professional Services,Marketing,Panama,Framework Agreement,2023.0
LC-2022-02278,2022-04-24,Oficentro Internacional,9149.43,Logistics & Transport,Sales,Colombia,Fixed Price,2022.0
LC-2023-02279,2023-12-15,TechSupplies Panama,80787.3,Office Supplies,Procurement,Panama,Time & Materials,2023.0
LC-2023-02280,2023-12-01,Distribuidora Global S.A.,63266.39,IT & Technology,Procurement,Panama,Spot Purchase,2023.0
LC-2023-02281,2023-03-08,Papelería y Más,369.18,Uniforms & PPE,Marketing,Panama,Time & Materials,2023.0
LC-2022-02282,2022-12-02,Distribuidora Global S.A.,16105.6,IT & Technology,Marketing,USA,Framework Agreement,2022.0
LC-2022-02283,2022-05-20,Distribuidora Global S.A.,152197.04,IT & Technology,Administration,Colombia,Framework Agreement,2022.0
LC-2023-02284,2023-07-25,Distribuidora Global S.A.,11188.05,IT & Technology,Legal,Panama,Framework Agreement,2023.0
LC-2022-02285,2022-01-15,Oficentro Internacional,20800.14,Logistics & Transport,Legal,Panama,Time & Materials,2022.0
LC-2022-02286,2022-12-15,IT Solutions Group,9828.99,Maintenance & Repair,Procurement,Costa Rica,Spot Purchase,2022.0
LC-2023-02287,2023-06-03,Consultoría Estratégica,15916.09,Medical Supplies,Sales,Panama,Time & Materials,2023.0
LC-2023-02288,2023-01-26,IT Solutions Group,3370.08,Maintenance & Repair,Sales,Panama,Spot Purchase,2023.0
LC-2023-02289,2023-02-11,Grupo Logístico del Istmo,17729.55,Maintenance & Repair,Logistics,Panama,Fixed Price,2023.0
LC-2022-02290,2022-06-14,Energía Renovable S.A.,41504.4,Catering & Food,Operations,Colombia,Spot Purchase,2022.0
LC-2023-02291,2023-12-12,TechSupplies Panama,292634.48,Office Supplies,Procurement,Panama,Spot Purchase,2023.0
LC-2022-02292,2022-04-17,Oficentro Internacional,117551.25,Logistics & Transport,Finance,Panama,Fixed Price,2022.0
LC-2022-02293,2022-03-03,Distribuidora Global S.A.,,IT & Technology,Marketing,Panama,Spot Purchase,2022.0
LC-2023-02294,2023-05-08,Distribuidora Global S.A.,13767.71,IT & Technology,Administration,USA,Spot Purchase,2023.0
LC-2023-02295,2023-03-31,IT Solutions Group,1414.22,Maintenance & Repair,HR,USA,Framework Agreement,2023.0
LC-2022-02296,2022-09-27,Oficentro Internacional,67983.27,Logistics & Transport,HR,Costa Rica,Spot Purchase,2022.0
LC-2022-02297,2022-07-28,TechSupplies Panama,59998.68,Office Supplies,Finance,Panama,Fixed Price,2022.0
LC-2023-02298,2023-12-15,Ferremax Industrial,195227.01,Professional Services,IT,Panama,Framework Agreement,2023.0
LC-2023-02299,2023-01-13,Distribuidora Global S.A.,79264.06,IT & Technology,Marketing,Panama,Time & Materials,2023.0
LC-2023-02300,2023-05-31,Distribuidora Global S.A.,5980.76,IT & Technology,Marketing,Colombia,Time & Materials,2023.0
LC-2023-02301,2023-11-24,Publicidad Digital LATAM,23811.44,Marketing,Logistics,Panama,Fixed Price,2023.0
LC-2022-02302,2022-07-21,Oficentro Internacional,10963.5,Logistics & Transport,Procurement,Panama,Time & Materials,2022.0
LC-2023-02303,2023-11-30,TechSupplies Panama,22907.84,Office Supplies,Procurement,Panama,Spot Purchase,2023.0
LC-2022-02304,2022-09-06,Ferremax Industrial,49032.58,Professional Services,Legal,Mexico,Time & Materials,2022.0
LC-2023-02305,2023-07-23,TechSupplies Panama,398236.36,Office Supplies,HR,Panama,Time & Materials,2023.0
LC-2023-02306,2023-11-02,Uniforms & Workwear Co.,500000.0,Professional Services,Sales,Costa Rica,Fixed Price,2023.0
LC-2022-02307,2022-12-03,Seguridad Total Corp,12210.9,IT & Technology,IT,Panama,Framework Agreement,2022.0
LC-2022-02308,2022-10-01,Suministros Médicos del Sur,3733.89,Uniforms & PPE,IT,Panama,Time & Materials,2022.0
LC-2023-02309,2023-06-12,Uniforms & Workwear Co.,10957.27,Professional Services,Operations,Panama,Fixed Price,2023.0
LC-2022-02310,2022-12-20,Ferremax Industrial,105365.08,Professional Services,Marketing,Panama,Spot Purchase,2022.0
LC-2023-02311,2023-03-14,DataCenter Solutions,3038.13,Medical Supplies,Sales,Panama,Framework Agreement,2023.0
LC-2023-02312,2023-04-07,Uniforms & Workwear Co.,72607.03,Professional Services,Finance,USA,Time & Materials,2023.0
LC-2022-02313,2022-05-31,Transportes Rápidos S.A.,6940.34,Marketing,Sales,Panama,Fixed Price,2022.0
LC-2023-02314,2023-09-30,Oficentro Internacional,65992.19,Logistics & Transport,Marketing,Costa Rica,Spot Purchase,2023.0
LC-2022-02315,2022-11-10,MedEquip Latinoamerica,13344.86,Security,HR,Mexico,Fixed Price,2022.0
LC-2023-02316,2023-04-06,Distribuidora Global S.A.,60228.68,IT & Technology,Procurement,Panama,Framework Agreement,2023.0
LC-2023-02317,2023-12-29,Mantenimiento Integral,17299.12,Office Supplies,Administration,USA,Spot Purchase,2023.0
LC-2022-02318,2022-06-16,Catering Express Panama,1947.15,Logistics & Transport,IT,USA,Spot Purchase,2022.0
LC-2022-02319,2022-01-31,TechSupplies Panama,18583.66,Office Supplies,Finance,Colombia,Spot Purchase,2022.0
LC-2023-02320,2023-12-30,MedEquip Latinoamerica,943.66,Security,HR,USA,Fixed Price,2023.0
LC-2022-02321,2022-08-24,DISTRIBUIDORA GLOBAL S.A.,61537.47,IT & Technology,Finance,Panama,Time & Materials,2022.0
LC-2022-02322,2022-04-28,MedEquip Latinoamerica,15810.11,Security,Procurement,Panama,Spot Purchase,2022.0
LC-2023-02323,2023-01-31,Cleaning Pro Services,9765.97,Catering & Food,Marketing,Colombia,Spot Purchase,2023.0
LC-2022-02324,2022-03-05,TechSupplies Panama,270869.09,Office Supplies,Legal,Panama,Framework Agreement,2022.0
LC-2023-02325,2023-08-27,Energía Renovable S.A.,4873.69,Catering & Food,IT,Colombia,Fixed Price,2023.0
LC-2022-02326,2022-07-19,Grupo Logístico del Istmo,81023.13,Maintenance & Repair,Marketing,Colombia,Time & Materials,2022.0
LC-2022-02327,2022-07-23,Oficentro Internacional,9798.25,Logistics & Transport,Finance,Panama,Fixed Price,2022.0
LC-2022-02328,2022-10-13,Papelería y Más,2749.98,Uniforms & PPE,HR,Panama,Framework Agreement,2022.0
LC-2023-02329,2023-12-07,Grupo Logístico del Istmo,83670.8,Maintenance & Repair,Finance,Panama,Fixed Price,2023.0
LC-2022-02330,2022-01-14,Grupo Logístico del Istmo,100601.51,Maintenance & Repair,Logistics,Panama,Fixed Price,2022.0
LC-2022-02331,2022-10-16,IT Solutions Group,,Maintenance & Repair,Finance,Costa Rica,Time & Materials,2022.0
LC-2022-02332,2022-02-12,GRUPO LOGÍSTICO DEL ISTMO,33325.59,Maintenance & Repair,Administration,Panama,Spot Purchase,2022.0
LC-2022-02333,2022-10-29,Seguridad Total Corp,504.31,IT & Technology,Legal,Panama,Time & Materials,2022.0
LC-2023-02334,2023-09-14,MEDEQUIP LATINOAMERICA,2876.86,Security,Legal,Panama,Spot Purchase,2023.0
LC-2023-02335,2023-04-29,Grupo Logístico del Istmo,105710.53,Maintenance & Repair,Marketing,USA,Fixed Price,2023.0
LC-2023-02336,2023-01-15,Seguridad Total Corp,11647.04,IT & Technology,Finance,Panama,Fixed Price,2023.0
LC-2022-02337,2022-01-24,Catering Express Panama,10414.96,Logistics & Transport,Administration,Panama,Spot Purchase,2022.0
LC-2023-02338,2023-04-11,Distribuidora Global S.A.,38550.66,IT & Technology,Legal,Colombia,Framework Agreement,2023.0
LC-2022-02339,,Catering Express Panama,4967.12,Logistics & Transport,HR,Panama,Fixed Price,
LC-2022-02340,2022-03-16,Energía Renovable S.A.,1825.33,Catering & Food,Administration,Panama,Time & Materials,2022.0
LC-2023-02341,2023-04-13,Publicidad Digital LATAM,14020.03,Marketing,Finance,Panama,Spot Purchase,2023.0
LC-2022-02342,2022-03-18,Ferremax Industrial,60184.34,Professional Services,Legal,USA,Time & Materials,2022.0
LC-2022-02343,2022-05-22,MedEquip Latinoamerica,10280.75,Security,Logistics,Panama,Spot Purchase,2022.0
LC-2023-02344,2023-04-06,Energía Renovable S.A.,2232.66,Catering & Food,Sales,USA,Fixed Price,2023.0
LC-2022-02345,2022-04-18,Uniforms & Workwear Co.,194.41,Professional Services,Sales,Panama,Time & Materials,2022.0
LC-2023-02346,2023-06-02,Ferremax Industrial,135480.53,Professional Services,Operations,Panama,Spot Purchase,2023.0
LC-2023-02347,2023-12-29,Catering Express Panama,2396.45,Logistics & Transport,Sales,USA,Fixed Price,2023.0
LC-2023-02348,2023-02-24,DataCenter Solutions,1347.27,Medical Supplies,IT,Costa Rica,Framework Agreement,2023.0
LC-2023-02349,2023-05-31,Catering Express Panama,13907.98,Logistics & Transport,Logistics,USA,Time & Materials,2023.0
LC-2022-02350,2022-04-02,Papelería y Más,2729.79,Uniforms & PPE,Logistics,Panama,Fixed Price,2022.0
LC-2023-02351,2023-04-09,MedEquip Latinoamerica,24098.49,Security,HR,Colombia,Framework Agreement,2023.0
LC-2022-02352,2022-01-07,Grupo Logístico del Istmo,76145.95,Maintenance & Repair,Marketing,Mexico,Framework Agreement,2022.0
LC-2023-02353,2023-08-12,MEDEQUIP LATINOAMERICA,13702.78,Security,Operations,Panama,Fixed Price,2023.0
LC-2022-02354,2022-11-19,Ferremax Industrial,7050.5,Professional Services,Finance,Colombia,Fixed Price,2022.0
LC-2023-02355,2023-08-07,Papelería y Más,30270.11,Uniforms & PPE,IT,Panama,Fixed Price,2023.0
LC-2022-02356,2022-01-05,Mantenimiento Integral,7272.65,Office Supplies,Administration,Panama,Fixed Price,2022.0
LC-2023-02357,2023-07-30,Suministros Médicos del Sur,2824.49,Uniforms & PPE,Finance,USA,Framework Agreement,2023.0
LC-2023-02358,2023-02-28,DataCenter Solutions,6094.14,Medical Supplies,Administration,USA,Spot Purchase,2023.0
LC-2022-02359,2022-10-13,Grupo Logístico del Istmo,4309.24,Maintenance & Repair,HR,USA,Framework Agreement,2022.0
LC-2023-02360,2023-05-01,Papelería y Más,9072.28,Uniforms & PPE,Administration,Costa Rica,Time & Materials,2023.0
LC-2022-02361,2022-12-07,TechSupplies Panama,10559.21,Office Supplies,Finance,Panama,Framework Agreement,2022.0
LC-2022-02362,2022-03-12,Cleaning Pro Services,646.13,Catering & Food,IT,Colombia,Time & Materials,2022.0
LC-2023-02363,2023-06-21,Seguridad Total Corp,500.93,IT & Technology,Sales,Panama,Framework Agreement,2023.0
LC-2023-02364,2023-02-20,FleetCars Panama,26082.83,Security,Legal,USA,Fixed Price,2023.0
LC-2022-02365,2022-09-15,Papelería y Más,1912.38,Uniforms & PPE,Procurement,Panama,Time & Materials,2022.0
LC-2023-02366,2023-01-27,MedEquip Latinoamerica,49049.81,Security,HR,Panama,Time & Materials,2023.0
LC-2022-02367,2022-12-05,Catering Express Panama,2200.19,Logistics & Transport,Legal,Panama,Fixed Price,2022.0
LC-2023-02368,2023-04-05,Oficentro Internacional,4680.55,Logistics & Transport,Operations,Panama,Framework Agreement,2023.0
LC-2022-02369,2022-01-10,Grupo Logístico del Istmo,9510.68,Maintenance & Repair,IT,USA,Time & Materials,2022.0
LC-2023-02370,2023-10-07,Seguridad Total Corp,31373.45,IT & Technology,Finance,Panama,Spot Purchase,2023.0
LC-2022-02371,2022-04-13,Cleaning Pro Services,3889.95,Catering & Food,IT,Panama,Fixed Price,2022.0
LC-2022-02372,2022-10-30,Cleaning Pro Services,2159.36,Catering & Food,Operations,Panama,Framework Agreement,2022.0
LC-2023-02373,2023-02-20,Transportes Rápidos S.A.,6248.07,Marketing,HR,Panama,Fixed Price,2023.0
LC-2023-02374,2023-11-30,MANTENIMIENTO INTEGRAL,10432.43,Office Supplies,Logistics,Colombia,Fixed Price,2023.0
LC-2022-02375,2022-03-02,Distribuidora Global S.A.,,IT & Technology,Procurement,Panama,Framework Agreement,2022.0
LC-2022-02376,2022-04-24,Transportes Rápidos S.A.,43163.43,Marketing,Operations,Panama,Framework Agreement,2022.0
LC-2023-02377,2023-03-27,Uniforms & Workwear Co.,2865.07,Professional Services,Sales,Colombia,Framework Agreement,2023.0
LC-2023-02378,2023-12-23,Oficentro Internacional,7396.36,Logistics & Transport,Procurement,Panama,Spot Purchase,2023.0
LC-2023-02379,2023-10-22,Distribuidora Global S.A.,,IT & Technology,Sales,Costa Rica,Framework Agreement,2023.0
LC-2023-02380,2023-11-25,Distribuidora Global S.A.,49629.3,IT & Technology,Operations,Panama,Framework Agreement,2023.0
LC-2022-02381,2022-10-12,Distribuidora Global S.A.,11424.2,IT & Technology,Administration,Panama,Fixed Price,2022.0
LC-2022-02382,2022-03-07,Grupo Logístico del Istmo,11515.15,Maintenance & Repair,Marketing,USA,Framework Agreement,2022.0
LC-2023-02383,2023-09-23,Distribuidora Global S.A.,54860.31,IT & Technology,IT,Colombia,Framework Agreement,2023.0
LC-2022-02384,2022-05-31,Grupo Logístico del Istmo,34256.01,Maintenance & Repair,IT,Panama,Framework Agreement,2022.0
LC-2023-02385,2023-10-22,Grupo Logístico del Istmo,,Maintenance & Repair,Procurement,USA,Fixed Price,2023.0
LC-2023-02386,2023-07-14,FleetCars Panama,1575.39,Security,Marketing,Panama,Fixed Price,2023.0
LC-2023-02387,2023-12-13,Seguridad Total Corp,3478.65,IT & Technology,IT,USA,Framework Agreement,2023.0
LC-2023-02388,2023-08-18,DataCenter Solutions,1228.62,Medical Supplies,Administration,Panama,Framework Agreement,2023.0
LC-2023-02389,2023-01-22,Distribuidora Global S.A.,105687.1,IT & Technology,Legal,USA,Spot Purchase,2023.0
LC-2022-02390,2022-01-12,Distribuidora Global S.A.,125781.2,IT & Technology,HR,Colombia,Framework Agreement,2022.0
LC-2022-02391,2022-04-19,Oficentro Internacional,3962.28,Logistics & Transport,Legal,Panama,Framework Agreement,2022.0
LC-2022-02392,2022-08-13,DataCenter Solutions,1218.94,Medical Supplies,Administration,Colombia,Time & Materials,2022.0
LC-2023-02393,2023-10-21,Distribuidora Global S.A.,6027.97,IT & Technology,Operations,USA,Fixed Price,2023.0
LC-2023-02394,2023-06-07,GRUPO LOGÍSTICO DEL ISTMO,16646.77,Maintenance & Repair,Operations,Colombia,Spot Purchase,2023.0
LC-2022-02395,,Distribuidora Global S.A.,32855.5,IT & Technology,Legal,Panama,Spot Purchase,
LC-2023-02396,2023-07-31,Uniforms & Workwear Co.,558.66,Professional Services,Sales,Panama,Framework Agreement,2023.0
LC-2023-02397,2023-08-31,IT Solutions Group,1233.01,Maintenance & Repair,HR,Panama,Time & Materials,2023.0
LC-2023-02398,,Grupo Logístico del Istmo,10886.2,Maintenance & Repair,IT,Panama,Spot Purchase,
LC-2023-02399,2023-06-18,Transportes Rápidos S.A.,6706.96,Marketing,Procurement,Panama,Framework Agreement,2023.0
LC-2023-02400,2023-04-01,Uniforms & Workwear Co.,5453.52,Professional Services,Administration,Panama,Fixed Price,2023.0
LC-2022-02401,2022-07-13,TechSupplies Panama,15274.12,Office Supplies,Marketing,Panama,Time & Materials,2022.0
LC-2023-02402,2023-06-22,Mantenimiento Integral,6407.54,Office Supplies,HR,Panama,Framework Agreement,2023.0
LC-2023-02403,2023-03-21,Papelería y Más,2164.58,Uniforms & PPE,Sales,USA,Fixed Price,2023.0
LC-2023-02404,2023-08-26,MedEquip Latinoamerica,3269.91,Security,Sales,USA,Fixed Price,2023.0
LC-2023-02405,2023-01-26,Publicidad Digital LATAM,60486.66,Marketing,HR,Costa Rica,Fixed Price,2023.0
LC-2023-02406,2023-07-02,Suministros Médicos del Sur,36705.86,Uniforms & PPE,Sales,Panama,Spot Purchase,2023.0
LC-2023-02407,2023-06-05,Distribuidora Global S.A.,7635.03,IT & Technology,Legal,USA,Time & Materials,2023.0
LC-2023-02408,2023-11-05,Ferremax Industrial,98290.13,Professional Services,Sales,Panama,Fixed Price,2023.0
LC-2022-02409,2022-07-01,Papelería y Más,16598.95,Uniforms & PPE,HR,Panama,Fixed Price,2022.0
LC-2022-02410,2022-03-02,Cleaning Pro Services,877.96,Catering & Food,IT,Panama,Time & Materials,2022.0
LC-2023-02411,2023-06-22,Oficentro Internacional,97006.49,Logistics & Transport,IT,Costa Rica,Time & Materials,2023.0
LC-2023-02412,2023-12-19,Consultoría Estratégica,,Medical Supplies,Administration,USA,Time & Materials,2023.0
LC-2022-02413,2022-02-21,Distribuidora Global S.A.,9442.22,IT & Technology,Operations,Colombia,Time & Materials,2022.0
LC-2023-02414,2023-05-25,IT Solutions Group,1241.09,Maintenance & Repair,HR,Costa Rica,Spot Purchase,2023.0
LC-2022-02415,2022-02-12,Distribuidora Global S.A.,123154.35,IT & Technology,Sales,Costa Rica,Time & Materials,2022.0
LC-2023-02416,2023-02-10,Grupo Logístico del Istmo,50301.71,Maintenance & Repair,Operations,Panama,Framework Agreement,2023.0
LC-2023-02417,2023-04-13,Oficentro Internacional,70387.54,Logistics & Transport,Administration,Panama,Spot Purchase,2023.0
